NORAD CAT ID,Satellite name,COSPAR ID,Launch date,Decay date,Apogee (km),Perigee (km),Age (years),Disposal status
46083,STARLINK-1579,2020-055BJ,2020-08-07,,548.0,546.0,5.582477754962355,Overdue
47356,STARLINK-2049,2021-005H,2021-01-20,,548.0,546.0,5.127994524298426,Overdue
47358,STARLINK-2055,2021-005K,2021-01-20,,548.0,546.0,5.127994524298426,Overdue
47361,STARLINK-2071,2021-005N,2021-01-20,,548.0,546.0,5.127994524298426,Overdue
47362,STARLINK-2076,2021-005P,2021-01-20,,534.0,532.0,5.127994524298426,Overdue
47366,STARLINK-2081,2021-005T,2021-01-20,,538.0,536.0,5.127994524298426,Overdue
47367,STARLINK-2082,2021-005U,2021-01-20,,541.0,538.0,5.127994524298426,Overdue
47368,STARLINK-2084,2021-005V,2021-01-20,,536.0,534.0,5.127994524298426,Overdue
47371,STARLINK-2088,2021-005Y,2021-01-20,,548.0,546.0,5.127994524298426,Overdue
47373,STARLINK-2092,2021-005AA,2021-01-20,,537.0,534.0,5.127994524298426,Overdue
47375,STARLINK-2094,2021-005AC,2021-01-20,,545.0,543.0,5.127994524298426,Overdue
47376,STARLINK-2096,2021-005AD,2021-01-20,,535.0,533.0,5.127994524298426,Overdue
47377,STARLINK-2097,2021-005AE,2021-01-20,,548.0,546.0,5.127994524298426,Overdue
47380,STARLINK-2100,2021-005AH,2021-01-20,,536.0,533.0,5.127994524298426,Overdue
47384,STARLINK-2104,2021-005AM,2021-01-20,,548.0,546.0,5.127994524298426,Overdue
47385,STARLINK-2105,2021-005AN,2021-01-20,,548.0,546.0,5.127994524298426,Overdue
47386,STARLINK-2106,2021-005AP,2021-01-20,,548.0,546.0,5.127994524298426,Overdue
47388,STARLINK-2109,2021-005AR,2021-01-20,,548.0,546.0,5.127994524298426,Overdue
47390,STARLINK-2111,2021-005AT,2021-01-20,,548.0,546.0,5.127994524298426,Overdue
47391,STARLINK-2112,2021-005AU,2021-01-20,,548.0,546.0,5.127994524298426,Overdue
47397,STARLINK-2119,2021-005BA,2021-01-20,,533.0,531.0,5.127994524298426,Overdue
47401,STARLINK-2123,2021-005BE,2021-01-20,,548.0,546.0,5.127994524298426,Overdue
47407,STARLINK-2134,2021-005BL,2021-01-20,,548.0,546.0,5.127994524298426,Overdue
47408,STARLINK-2135,2021-005BM,2021-01-20,,548.0,546.0,5.127994524298426,Overdue
47728,STARLINK-2131,2021-017G,2021-03-04,,548.0,546.0,5.0102669404517455,Overdue
47736,STARLINK-2147,2021-017Q,2021-03-04,,548.0,546.0,5.0102669404517455,Overdue
45693,STARLINK-1417,2020-035AN,2020-06-04,,530.0,527.0,5.757700205338809,Overdue - Attempting Decay
47357,STARLINK-2050,2021-005J,2021-01-20,,532.0,530.0,5.127994524298426,Overdue - Attempting Decay
47405,STARLINK-2130,2021-005BJ,2021-01-20,,531.0,529.0,5.127994524298426,Overdue - Attempting Decay
44714,STARLINK-1008,2019-074B,2019-11-11,,474.0,472.0,6.321697467488022,Starting decay
44718,STARLINK-1012,2019-074F,2019-11-11,,476.0,474.0,6.321697467488022,Starting decay
44723,STARLINK-1017,2019-074L,2019-11-11,,494.0,493.0,6.321697467488022,Starting decay
44724,STARLINK-1019,2019-074M,2019-11-11,,328.0,327.0,6.321697467488022,Starting decay
44725,STARLINK-1020,2019-074N,2019-11-11,,476.0,474.0,6.321697467488022,Starting decay
44741,STARLINK-1036,2019-074AE,2019-11-11,,402.0,398.0,6.321697467488022,Starting decay
44744,STARLINK-1039,2019-074AH,2019-11-11,,504.0,499.0,6.321697467488022,Starting decay
44747,STARLINK-1042,2019-074AL,2019-11-11,,419.0,416.0,6.321697467488022,Starting decay
44748,STARLINK-1043,2019-074AM,2019-11-11,,408.0,405.0,6.321697467488022,Starting decay
44751,STARLINK-1046,2019-074AQ,2019-11-11,,439.0,432.0,6.321697467488022,Starting decay
44752,STARLINK-1047,2019-074AR,2019-11-11,,470.0,467.0,6.321697467488022,Starting decay
44753,STARLINK-1048,2019-074AS,2019-11-11,,408.0,407.0,6.321697467488022,Starting decay
44768,STARLINK-1063,2019-074BH,2019-11-11,,477.0,476.0,6.321697467488022,Starting decay
44771,STARLINK-1067,2019-074BL,2019-11-11,,397.0,393.0,6.321697467488022,Starting decay
44772,STARLINK-1068,2019-074BM,2019-11-11,,379.0,375.0,6.321697467488022,Starting decay
44927,STARLINK-1114,2020-001P,2020-01-07,,422.0,411.0,6.165639972621492,Starting decay
44930,STARLINK-1123,2020-001S,2020-01-07,,482.0,480.0,6.165639972621492,Starting decay
44941,STARLINK-1094,2020-001AD,2020-01-07,,476.0,474.0,6.165639972621492,Starting decay
44949,STARLINK-1122,2020-001AM,2020-01-07,,476.0,474.0,6.165639972621492,Starting decay
44961,STARLINK-1080,2020-001AZ,2020-01-07,,431.0,421.0,6.165639972621492,Starting decay
44968,STARLINK-1090,2020-001BG,2020-01-07,,513.0,511.0,6.165639972621492,Starting decay
45044,STARLINK-1132,2020-006A,2020-01-29,,439.0,433.0,6.105407255304586,Starting decay
45047,STARLINK-1131,2020-006D,2020-01-29,,476.0,474.0,6.105407255304586,Starting decay
45048,STARLINK-1134,2020-006E,2020-01-29,,442.0,430.0,6.105407255304586,Starting decay
45054,STARLINK-1156,2020-006L,2020-01-29,,476.0,474.0,6.105407255304586,Starting decay
45057,STARLINK-1159,2020-006P,2020-01-29,,328.0,324.0,6.105407255304586,Starting decay
45060,STARLINK-1166,2020-006S,2020-01-29,,435.0,428.0,6.105407255304586,Starting decay
45061,STARLINK-1169,2020-006T,2020-01-29,,476.0,474.0,6.105407255304586,Starting decay
45062,STARLINK-1171,2020-006U,2020-01-29,,383.0,381.0,6.105407255304586,Starting decay
45064,STARLINK-1133,2020-006W,2020-01-29,,476.0,474.0,6.105407255304586,Starting decay
45071,STARLINK-1167,2020-006AD,2020-01-29,,479.0,477.0,6.105407255304586,Starting decay
45072,STARLINK-1168,2020-006AE,2020-01-29,,479.0,477.0,6.105407255304586,Starting decay
45074,STARLINK-1172,2020-006AG,2020-01-29,,476.0,474.0,6.105407255304586,Starting decay
45080,STARLINK-1153,2020-006AN,2020-01-29,,478.0,477.0,6.105407255304586,Starting decay
45081,STARLINK-1151,2020-006AP,2020-01-29,,373.0,372.0,6.105407255304586,Starting decay
45087,STARLINK-1185,2020-006AV,2020-01-29,,476.0,474.0,6.105407255304586,Starting decay
45088,STARLINK-1183,2020-006AW,2020-01-29,,476.0,475.0,6.105407255304586,Starting decay
45096,STARLINK-1152,2020-006BE,2020-01-29,,454.0,448.0,6.105407255304586,Starting decay
45100,STARLINK-1193,2020-006BJ,2020-01-29,,402.0,400.0,6.105407255304586,Starting decay
45179,STARLINK-1143,2020-012B,2020-02-17,,386.0,375.0,6.053388090349076,Starting decay
45183,STARLINK-1202,2020-012F,2020-02-17,,476.0,474.0,6.053388090349076,Starting decay
45185,STARLINK-1216,2020-012H,2020-02-17,,476.0,474.0,6.053388090349076,Starting decay
45187,STARLINK-1225,2020-012K,2020-02-17,,476.0,474.0,6.053388090349076,Starting decay
45189,STARLINK-1230,2020-012M,2020-02-17,,476.0,474.0,6.053388090349076,Starting decay
45190,STARLINK-1234,2020-012N,2020-02-17,,385.0,380.0,6.053388090349076,Starting decay
45197,STARLINK-1269,2020-012V,2020-02-17,,476.0,474.0,6.053388090349076,Starting decay
45198,STARLINK-1154,2020-012W,2020-02-17,,434.0,424.0,6.053388090349076,Starting decay
45201,STARLINK-1199,2020-012Z,2020-02-17,,479.0,477.0,6.053388090349076,Starting decay
45206,STARLINK-1209,2020-012AE,2020-02-17,,419.0,411.0,6.053388090349076,Starting decay
45212,STARLINK-1231,2020-012AL,2020-02-17,,506.0,500.0,6.053388090349076,Starting decay
45217,STARLINK-1271,2020-012AR,2020-02-17,,476.0,474.0,6.053388090349076,Starting decay
45222,STARLINK-1191,2020-012AW,2020-02-17,,476.0,474.0,6.053388090349076,Starting decay
45223,STARLINK-1212,2020-012AX,2020-02-17,,415.0,407.0,6.053388090349076,Starting decay
45225,STARLINK-1215,2020-012AZ,2020-02-17,,476.0,474.0,6.053388090349076,Starting decay
45227,STARLINK-1221,2020-012BB,2020-02-17,,443.0,438.0,6.053388090349076,Starting decay
45228,STARLINK-1222,2020-012BC,2020-02-17,,421.0,416.0,6.053388090349076,Starting decay
45229,STARLINK-1226,2020-012BD,2020-02-17,,476.0,474.0,6.053388090349076,Starting decay
45230,STARLINK-1227,2020-012BE,2020-02-17,,473.0,472.0,6.053388090349076,Starting decay
45235,STARLINK-1246,2020-012BK,2020-02-17,,476.0,474.0,6.053388090349076,Starting decay
45237,STARLINK-1270,2020-012BM,2020-02-17,,429.0,423.0,6.053388090349076,Starting decay
45360,STARLINK-1279,2020-019A,2020-03-18,,397.0,396.0,5.971252566735113,Starting decay
45361,STARLINK-1301,2020-019B,2020-03-18,,375.0,373.0,5.971252566735113,Starting decay
45366,STARLINK-1262,2020-019G,2020-03-18,,484.0,482.0,5.971252566735113,Starting decay
45367,STARLINK-1273,2020-019H,2020-03-18,,436.0,433.0,5.971252566735113,Starting decay
45369,STARLINK-1277,2020-019K,2020-03-18,,423.0,418.0,5.971252566735113,Starting decay
45370,STARLINK-1281,2020-019L,2020-03-18,,479.0,477.0,5.971252566735113,Starting decay
45374,STARLINK-1300,2020-019Q,2020-03-18,,479.0,477.0,5.971252566735113,Starting decay
45375,STARLINK-1302,2020-019R,2020-03-18,,408.0,404.0,5.971252566735113,Starting decay
45376,STARLINK-1304,2020-019S,2020-03-18,,424.0,421.0,5.971252566735113,Starting decay
45377,STARLINK-1305,2020-019T,2020-03-18,,411.0,407.0,5.971252566735113,Starting decay
45379,STARLINK-1319,2020-019V,2020-03-18,,374.0,372.0,5.971252566735113,Starting decay
45383,STARLINK-1266,2020-019Z,2020-03-18,,433.0,428.0,5.971252566735113,Starting decay
45384,STARLINK-1267,2020-019AA,2020-03-18,,420.0,416.0,5.971252566735113,Starting decay
45386,STARLINK-1272,2020-019AC,2020-03-18,,400.0,398.0,5.971252566735113,Starting decay
45387,STARLINK-1274,2020-019AD,2020-03-18,,429.0,424.0,5.971252566735113,Starting decay
45388,STARLINK-1280,2020-019AE,2020-03-18,,373.0,371.0,5.971252566735113,Starting decay
45389,STARLINK-1283,2020-019AF,2020-03-18,,401.0,396.0,5.971252566735113,Starting decay
45390,STARLINK-1284,2020-019AG,2020-03-18,,415.0,410.0,5.971252566735113,Starting decay
45395,STARLINK-1297,2020-019AM,2020-03-18,,408.0,402.0,5.971252566735113,Starting decay
45397,STARLINK-1307,2020-019AP,2020-03-18,,418.0,416.0,5.971252566735113,Starting decay
45399,STARLINK-1255,2020-019AR,2020-03-18,,413.0,411.0,5.971252566735113,Starting decay
45404,STARLINK-1260,2020-019AW,2020-03-18,,476.0,474.0,5.971252566735113,Starting decay
45405,STARLINK-1263,2020-019AX,2020-03-18,,476.0,474.0,5.971252566735113,Starting decay
45406,STARLINK-1265,2020-019AY,2020-03-18,,476.0,474.0,5.971252566735113,Starting decay
45408,STARLINK-1278,2020-019BA,2020-03-18,,401.0,399.0,5.971252566735113,Starting decay
45412,STARLINK-1296,2020-019BE,2020-03-18,,476.0,474.0,5.971252566735113,Starting decay
45414,STARLINK-1309,2020-019BG,2020-03-18,,407.0,400.0,5.971252566735113,Starting decay
45415,STARLINK-1316,2020-019BH,2020-03-18,,476.0,474.0,5.971252566735113,Starting decay
45417,STARLINK-1286,2020-019BK,2020-03-18,,416.0,412.0,5.971252566735113,Starting decay
45419,STARLINK-1308,2020-019BM,2020-03-18,,417.0,414.0,5.971252566735113,Starting decay
45531,STARLINK-1329,2020-025A,2020-04-22,,403.0,397.0,5.87542778918549,Starting decay
45532,STARLINK-1338,2020-025B,2020-04-22,,407.0,400.0,5.87542778918549,Starting decay
45535,STARLINK-1350,2020-025E,2020-04-22,,459.0,456.0,5.87542778918549,Starting decay
45538,STARLINK-1362,2020-025H,2020-04-22,,476.0,474.0,5.87542778918549,Starting decay
45540,STARLINK-1368,2020-025K,2020-04-22,,476.0,474.0,5.87542778918549,Starting decay
45542,STARLINK-1371,2020-025M,2020-04-22,,427.0,425.0,5.87542778918549,Starting decay
45543,STARLINK-1372,2020-025N,2020-04-22,,476.0,474.0,5.87542778918549,Starting decay
45544,STARLINK-1373,2020-025P,2020-04-22,,419.0,412.0,5.87542778918549,Starting decay
45555,STARLINK-1327,2020-025AA,2020-04-22,,410.0,401.0,5.87542778918549,Starting decay
45564,STARLINK-1356,2020-025AK,2020-04-22,,437.0,429.0,5.87542778918549,Starting decay
45565,STARLINK-1357,2020-025AL,2020-04-22,,404.0,399.0,5.87542778918549,Starting decay
45567,STARLINK-1361,2020-025AN,2020-04-22,,429.0,419.0,5.87542778918549,Starting decay
45568,STARLINK-1363,2020-025AP,2020-04-22,,346.0,335.0,5.87542778918549,Starting decay
45569,STARLINK-1366,2020-025AQ,2020-04-22,,349.0,337.0,5.87542778918549,Starting decay
45570,STARLINK-1376,2020-025AR,2020-04-22,,479.0,477.0,5.87542778918549,Starting decay
45572,STARLINK-1320,2020-025AT,2020-04-22,,368.0,358.0,5.87542778918549,Starting decay
45573,STARLINK-1321,2020-025AU,2020-04-22,,426.0,419.0,5.87542778918549,Starting decay
45578,STARLINK-1331,2020-025AZ,2020-04-22,,426.0,419.0,5.87542778918549,Starting decay
45580,STARLINK-1333,2020-025BB,2020-04-22,,476.0,474.0,5.87542778918549,Starting decay
45581,STARLINK-1335,2020-025BC,2020-04-22,,479.0,477.0,5.87542778918549,Starting decay
45582,STARLINK-1337,2020-025BD,2020-04-22,,397.0,390.0,5.87542778918549,Starting decay
45586,STARLINK-1347,2020-025BH,2020-04-22,,410.0,402.0,5.87542778918549,Starting decay
45589,STARLINK-1364,2020-025BL,2020-04-22,,424.0,414.0,5.87542778918549,Starting decay
45590,STARLINK-1365,2020-025BM,2020-04-22,,434.0,429.0,5.87542778918549,Starting decay
45660,STARLINK-1443,2020-035D,2020-06-04,,492.0,488.0,5.757700205338809,Starting decay
45663,STARLINK-1446,2020-035G,2020-06-04,,438.0,438.0,5.757700205338809,Starting decay
45665,STARLINK-1448,2020-035J,2020-06-04,,416.0,405.0,5.757700205338809,Starting decay
45669,STARLINK-1452,2020-035N,2020-06-04,,438.0,427.0,5.757700205338809,Starting decay
45670,STARLINK-1453,2020-035P,2020-06-04,,415.0,406.0,5.757700205338809,Starting decay
45671,STARLINK-1454,2020-035Q,2020-06-04,,420.0,409.0,5.757700205338809,Starting decay
45673,STARLINK-1456,2020-035S,2020-06-04,,418.0,416.0,5.757700205338809,Starting decay
45674,STARLINK-1457,2020-035T,2020-06-04,,342.0,329.0,5.757700205338809,Starting decay
45675,STARLINK-1458,2020-035U,2020-06-04,,442.0,433.0,5.757700205338809,Starting decay
45676,STARLINK-1460,2020-035V,2020-06-04,,479.0,477.0,5.757700205338809,Starting decay
45677,STARLINK-1392,2020-035W,2020-06-04,,478.0,477.0,5.757700205338809,Starting decay
45679,STARLINK-1394,2020-035Y,2020-06-04,,420.0,416.0,5.757700205338809,Starting decay
45685,STARLINK-1402,2020-035AE,2020-06-04,,433.0,432.0,5.757700205338809,Starting decay
45686,STARLINK-1404,2020-035AF,2020-06-04,,476.0,474.0,5.757700205338809,Starting decay
45689,STARLINK-1413,2020-035AJ,2020-06-04,,476.0,474.0,5.757700205338809,Starting decay
45695,STARLINK-1420,2020-035AQ,2020-06-04,,410.0,404.0,5.757700205338809,Starting decay
45696,STARLINK-1422,2020-035AR,2020-06-04,,476.0,474.0,5.757700205338809,Starting decay
45697,STARLINK-1351,2020-035AS,2020-06-04,,413.0,408.0,5.757700205338809,Starting decay
45700,STARLINK-1400,2020-035AV,2020-06-04,,421.0,411.0,5.757700205338809,Starting decay
45701,STARLINK-1403,2020-035AW,2020-06-04,,516.0,515.0,5.757700205338809,Starting decay
45703,STARLINK-1407,2020-035AY,2020-06-04,,396.0,382.0,5.757700205338809,Starting decay
45706,STARLINK-1411,2020-035BB,2020-06-04,,386.0,379.0,5.757700205338809,Starting decay
45710,STARLINK-1423,2020-035BF,2020-06-04,,415.0,404.0,5.757700205338809,Starting decay
45711,STARLINK-1433,2020-035BG,2020-06-04,,409.0,398.0,5.757700205338809,Starting decay
45712,STARLINK-1434,2020-035BH,2020-06-04,,490.0,482.0,5.757700205338809,Starting decay
45731,STARLINK-1465,2020-038B,2020-06-13,,419.0,416.0,5.73305954825462,Starting decay
45735,STARLINK-1471,2020-038F,2020-06-13,,421.0,420.0,5.73305954825462,Starting decay
45741,STARLINK-1480,2020-038M,2020-06-13,,429.0,419.0,5.73305954825462,Starting decay
45744,STARLINK-1500,2020-038Q,2020-06-13,,463.0,460.0,5.73305954825462,Starting decay
45746,STARLINK-1504,2020-038S,2020-06-13,,408.0,407.0,5.73305954825462,Starting decay
45747,STARLINK-1506,2020-038T,2020-06-13,,489.0,486.0,5.73305954825462,Starting decay
45751,STARLINK-1464,2020-038X,2020-06-13,,436.0,433.0,5.73305954825462,Starting decay
45754,STARLINK-1477,2020-038AA,2020-06-13,,524.0,523.0,5.73305954825462,Starting decay
45755,STARLINK-1478,2020-038AB,2020-06-13,,405.0,400.0,5.73305954825462,Starting decay
45759,STARLINK-1493,2020-038AF,2020-06-13,,418.0,416.0,5.73305954825462,Starting decay
45760,STARLINK-1494,2020-038AG,2020-06-13,,352.0,345.0,5.73305954825462,Starting decay
45764,STARLINK-1502,2020-038AL,2020-06-13,,428.0,425.0,5.73305954825462,Starting decay
45772,STARLINK-1470,2020-038AU,2020-06-13,,483.0,481.0,5.73305954825462,Starting decay
45773,STARLINK-1482,2020-038AV,2020-06-13,,476.0,474.0,5.73305954825462,Starting decay
45780,STARLINK-1496,2020-038BC,2020-06-13,,425.0,421.0,5.73305954825462,Starting decay
45786,STARLINK-1513,2020-038BJ,2020-06-13,,476.0,474.0,5.73305954825462,Starting decay
46028,STARLINK-1523,2020-055B,2020-08-07,,517.0,515.0,5.582477754962355,Starting decay
46029,STARLINK-1526,2020-055C,2020-08-07,,514.0,513.0,5.582477754962355,Starting decay
46032,STARLINK-1555,2020-055F,2020-08-07,,518.0,516.0,5.582477754962355,Starting decay
46033,STARLINK-1556,2020-055G,2020-08-07,,515.0,513.0,5.582477754962355,Starting decay
46034,STARLINK-1557,2020-055H,2020-08-07,,513.0,510.0,5.582477754962355,Starting decay
46035,STARLINK-1558,2020-055J,2020-08-07,,517.0,516.0,5.582477754962355,Starting decay
46036,STARLINK-1560,2020-055K,2020-08-07,,514.0,512.0,5.582477754962355,Starting decay
46038,STARLINK-1567,2020-055M,2020-08-07,,521.0,519.0,5.582477754962355,Starting decay
46039,STARLINK-1569,2020-055N,2020-08-07,,518.0,516.0,5.582477754962355,Starting decay
46043,STARLINK-1582,2020-055S,2020-08-07,,520.0,518.0,5.582477754962355,Starting decay
46045,STARLINK-1591,2020-055U,2020-08-07,,516.0,514.0,5.582477754962355,Starting decay
46047,STARLINK-1524,2020-055W,2020-08-07,,479.0,477.0,5.582477754962355,Starting decay
46048,STARLINK-1527,2020-055X,2020-08-07,,476.0,475.0,5.582477754962355,Starting decay
46051,STARLINK-1540,2020-055AA,2020-08-07,,476.0,475.0,5.582477754962355,Starting decay
46052,STARLINK-1541,2020-055AB,2020-08-07,,476.0,474.0,5.582477754962355,Starting decay
46053,STARLINK-1543,2020-055AC,2020-08-07,,476.0,475.0,5.582477754962355,Starting decay
46054,STARLINK-1548,2020-055AD,2020-08-07,,476.0,474.0,5.582477754962355,Starting decay
46055,STARLINK-1554,2020-055AE,2020-08-07,,476.0,474.0,5.582477754962355,Starting decay
46058,STARLINK-1564,2020-055AH,2020-08-07,,476.0,475.0,5.582477754962355,Starting decay
46059,STARLINK-1570,2020-055AJ,2020-08-07,,476.0,474.0,5.582477754962355,Starting decay
46060,STARLINK-1572,2020-055AK,2020-08-07,,479.0,477.0,5.582477754962355,Starting decay
46061,STARLINK-1573,2020-055AL,2020-08-07,,476.0,474.0,5.582477754962355,Starting decay
46063,STARLINK-1577,2020-055AN,2020-08-07,,476.0,474.0,5.582477754962355,Starting decay
46064,STARLINK-1583,2020-055AP,2020-08-07,,478.0,475.0,5.582477754962355,Starting decay
46066,STARLINK-1525,2020-055AR,2020-08-07,,526.0,524.0,5.582477754962355,Starting decay
46077,STARLINK-1559,2020-055BC,2020-08-07,,481.0,475.0,5.582477754962355,Starting decay
46080,STARLINK-1568,2020-055BF,2020-08-07,,432.0,423.0,5.582477754962355,Starting decay
46117,STARLINK-1585,2020-057A,2020-08-18,,323.0,321.0,5.552361396303901,Starting decay
46119,STARLINK-1593,2020-057C,2020-08-18,,349.0,345.0,5.552361396303901,Starting decay
46127,STARLINK-1621,2020-057L,2020-08-18,,343.0,336.0,5.552361396303901,Starting decay
46128,STARLINK-1622,2020-057M,2020-08-18,,380.0,373.0,5.552361396303901,Starting decay
46129,STARLINK-1623,2020-057N,2020-08-18,,416.0,405.0,5.552361396303901,Starting decay
46130,STARLINK-1624,2020-057P,2020-08-18,,368.0,363.0,5.552361396303901,Starting decay
46131,STARLINK-1625,2020-057Q,2020-08-18,,324.0,317.0,5.552361396303901,Starting decay
46141,STARLINK-1596,2020-057AA,2020-08-18,,437.0,431.0,5.552361396303901,Starting decay
46142,STARLINK-1597,2020-057AB,2020-08-18,,405.0,394.0,5.552361396303901,Starting decay
46144,STARLINK-1606,2020-057AD,2020-08-18,,377.0,375.0,5.552361396303901,Starting decay
46146,STARLINK-1608,2020-057AF,2020-08-18,,476.0,474.0,5.552361396303901,Starting decay
46155,STARLINK-1667,2020-057AQ,2020-08-18,,379.0,372.0,5.552361396303901,Starting decay
46156,STARLINK-1545,2020-057AR,2020-08-18,,385.0,383.0,5.552361396303901,Starting decay
46159,STARLINK-1595,2020-057AU,2020-08-18,,422.0,412.0,5.552361396303901,Starting decay
46160,STARLINK-1598,2020-057AV,2020-08-18,,417.0,411.0,5.552361396303901,Starting decay
46164,STARLINK-1612,2020-057AZ,2020-08-18,,332.0,327.0,5.552361396303901,Starting decay
46167,STARLINK-1626,2020-057BC,2020-08-18,,410.0,400.0,5.552361396303901,Starting decay
46168,STARLINK-1627,2020-057BD,2020-08-18,,357.0,353.0,5.552361396303901,Starting decay
46171,STARLINK-1633,2020-057BG,2020-08-18,,393.0,390.0,5.552361396303901,Starting decay
46172,STARLINK-1635,2020-057BH,2020-08-18,,389.0,386.0,5.552361396303901,Starting decay
46173,STARLINK-1640,2020-057BJ,2020-08-18,,413.0,401.0,5.552361396303901,Starting decay
46174,STARLINK-1641,2020-057BK,2020-08-18,,417.0,416.0,5.552361396303901,Starting decay
46326,STARLINK-1654,2020-062B,2020-09-03,,366.0,361.0,5.508555783709788,Starting decay
46328,STARLINK-1686,2020-062D,2020-09-03,,363.0,356.0,5.508555783709788,Starting decay
46329,STARLINK-1695,2020-062E,2020-09-03,,410.0,402.0,5.508555783709788,Starting decay
46331,STARLINK-1719,2020-062G,2020-09-03,,397.0,392.0,5.508555783709788,Starting decay
46335,STARLINK-1727,2020-062L,2020-09-03,,366.0,361.0,5.508555783709788,Starting decay
46340,STARLINK-1759,2020-062R,2020-09-03,,394.0,389.0,5.508555783709788,Starting decay
46342,STARLINK-1762,2020-062T,2020-09-03,,476.0,474.0,5.508555783709788,Starting decay
46343,STARLINK-1764,2020-062U,2020-09-03,,369.0,369.0,5.508555783709788,Starting decay
46344,STARLINK-1765,2020-062V,2020-09-03,,313.0,306.0,5.508555783709788,Starting decay
46347,STARLINK-1547,2020-062Y,2020-09-03,,381.0,373.0,5.508555783709788,Starting decay
46348,STARLINK-1553,2020-062Z,2020-09-03,,460.0,453.0,5.508555783709788,Starting decay
46349,STARLINK-1575,2020-062AA,2020-09-03,,328.0,317.0,5.508555783709788,Starting decay
46351,STARLINK-1646,2020-062AC,2020-09-03,,406.0,398.0,5.508555783709788,Starting decay
46352,STARLINK-1653,2020-062AD,2020-09-03,,395.0,387.0,5.508555783709788,Starting decay
46353,STARLINK-1656,2020-062AE,2020-09-03,,413.0,410.0,5.508555783709788,Starting decay
46354,STARLINK-1657,2020-062AF,2020-09-03,,325.0,320.0,5.508555783709788,Starting decay
46355,STARLINK-1661,2020-062AG,2020-09-03,,476.0,474.0,5.508555783709788,Starting decay
46356,STARLINK-1665,2020-062AH,2020-09-03,,379.0,377.0,5.508555783709788,Starting decay
46357,STARLINK-1666,2020-062AJ,2020-09-03,,399.0,390.0,5.508555783709788,Starting decay
46359,STARLINK-1707,2020-062AL,2020-09-03,,378.0,371.0,5.508555783709788,Starting decay
46375,STARLINK-1724,2020-062BC,2020-09-03,,409.0,409.0,5.508555783709788,Starting decay
46376,STARLINK-1742,2020-062BD,2020-09-03,,332.0,320.0,5.508555783709788,Starting decay
46383,STARLINK-1770,2020-062BL,2020-09-03,,377.0,374.0,5.508555783709788,Starting decay
46384,STARLINK-1771,2020-062BM,2020-09-03,,429.0,426.0,5.508555783709788,Starting decay
46535,STARLINK-1663,2020-070D,2020-10-06,,374.0,372.0,5.418206707734429,Starting decay
46537,STARLINK-1672,2020-070F,2020-10-06,,413.0,408.0,5.418206707734429,Starting decay
46538,STARLINK-1678,2020-070G,2020-10-06,,378.0,377.0,5.418206707734429,Starting decay
46553,STARLINK-1664,2020-070X,2020-10-06,,452.0,450.0,5.418206707734429,Starting decay
46556,STARLINK-1676,2020-070AA,2020-10-06,,414.0,412.0,5.418206707734429,Starting decay
46557,STARLINK-1679,2020-070AB,2020-10-06,,397.0,392.0,5.418206707734429,Starting decay
46558,STARLINK-1680,2020-070AC,2020-10-06,,347.0,337.0,5.418206707734429,Starting decay
46559,STARLINK-1681,2020-070AD,2020-10-06,,345.0,332.0,5.418206707734429,Starting decay
46562,STARLINK-1714,2020-070AG,2020-10-06,,417.0,414.0,5.418206707734429,Starting decay
46563,STARLINK-1730,2020-070AH,2020-10-06,,437.0,434.0,5.418206707734429,Starting decay
46564,STARLINK-1733,2020-070AJ,2020-10-06,,350.0,347.0,5.418206707734429,Starting decay
46565,STARLINK-1735,2020-070AK,2020-10-06,,386.0,381.0,5.418206707734429,Starting decay
46567,STARLINK-1741,2020-070AM,2020-10-06,,381.0,378.0,5.418206707734429,Starting decay
46572,STARLINK-1531,2020-070AS,2020-10-06,,384.0,374.0,5.418206707734429,Starting decay
46576,STARLINK-1677,2020-070AW,2020-10-06,,373.0,370.0,5.418206707734429,Starting decay
46578,STARLINK-1683,2020-070AY,2020-10-06,,335.0,325.0,5.418206707734429,Starting decay
46582,STARLINK-1728,2020-070BC,2020-10-06,,411.0,408.0,5.418206707734429,Starting decay
46585,STARLINK-1736,2020-070BF,2020-10-06,,370.0,368.0,5.418206707734429,Starting decay
46588,STARLINK-1746,2020-070BJ,2020-10-06,,354.0,351.0,5.418206707734429,Starting decay
46672,STARLINK-1716,2020-073C,2020-10-18,,380.0,372.0,5.385352498288843,Starting decay
46674,STARLINK-1718,2020-073E,2020-10-18,,404.0,400.0,5.385352498288843,Starting decay
46681,STARLINK-1775,2020-073M,2020-10-18,,340.0,338.0,5.385352498288843,Starting decay
46685,STARLINK-1781,2020-073R,2020-10-18,,403.0,401.0,5.385352498288843,Starting decay
46687,STARLINK-1784,2020-073T,2020-10-18,,386.0,381.0,5.385352498288843,Starting decay
46689,STARLINK-1788,2020-073V,2020-10-18,,382.0,381.0,5.385352498288843,Starting decay
46691,STARLINK-1790,2020-073X,2020-10-18,,353.0,349.0,5.385352498288843,Starting decay
46696,STARLINK-1795,2020-073AC,2020-10-18,,370.0,367.0,5.385352498288843,Starting decay
46698,STARLINK-1797,2020-073AE,2020-10-18,,407.0,402.0,5.385352498288843,Starting decay
46699,STARLINK-1799,2020-073AF,2020-10-18,,346.0,338.0,5.385352498288843,Starting decay
